Market,Route,Period,Date,Amount,Currency
Carbon,ICE_EUA,JAN-2025,12/5/2023,77.79,USD
Carbon,ICE_EUA,MAR-2025,12/5/2023,78.74,USD
Carbon,ICE_EUA,APR-2025,12/5/2023,78.74,USD
Carbon,ICE_EUA,JUN-2025,12/5/2023,79.47,USD
Carbon,ICE_EUA,AUG-2025,12/5/2023,79.88,USD
Carbon,ICE_EUA,SEP-2025,12/5/2023,80.05,USD
Carbon,ICE_EUA,OCT-2025,12/5/2023,80.05,USD
Carbon,ICE_EUA,DEC-2025,12/5/2023,80.78,USD
Carbon,ICE_EUA,JAN-2026,12/5/2023,80.78,USD
Carbon,ICE_EUA,MAR-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,APR-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,MAY-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,JUN-2026,12/5/2023,81.67,USD
Carbon,ICE_EUA,AUG-2026,12/5/2023,82.81,USD
Carbon,ICE_EUA,SEP-2026,12/5/2023,82.81,USD
Carbon,ICE_EUA,OCT-2026,12/5/2023,82.81,USD
Carbon,ICE_EUA,DEC-2026,12/5/2023,83.93,USD
Carbon,ICE_EUA,DEC-2027,12/5/2023,87.42,USD
Carbon,ICE_EUA,DEC-2028,12/5/2023,90.91,USD
Carbon,ICE_EUA,DEC-2029,12/5/2023,94.40,USD
Carbon,ICE_EUA,DEC-2030,12/5/2023,94.40,USD
Carbon,ICE_EUA,SPOT,12/6/2023,74.44,USD
Carbon,ICE_EUA,JAN-2024,12/6/2023,74.84,USD
Carbon,ICE_EUA,FEB-2024,12/6/2023,75.08,USD
Carbon,ICE_EUA,MAR-2024,12/6/2023,75.31,USD
Carbon,ICE_EUA,APR-2024,12/6/2023,75.31,USD
Carbon,ICE_EUA,JUN-2024,12/6/2023,76.25,USD
Carbon,ICE_EUA,AUG-2024,12/6/2023,76.77,USD
Carbon,ICE_EUA,SEP-2024,12/6/2023,77.09,USD
Carbon,ICE_EUA,OCT-2024,12/6/2023,77.09,USD
Carbon,ICE_EUA,DEC-2024,12/6/2023,77.62,USD
Carbon,ICE_EUA,JAN-2025,12/6/2023,77.62,USD
Carbon,ICE_EUA,MAR-2025,12/6/2023,78.55,USD
Carbon,ICE_EUA,APR-2025,12/6/2023,78.55,USD
Carbon,ICE_EUA,JUN-2025,12/6/2023,79.28,USD
Carbon,ICE_EUA,AUG-2025,12/6/2023,79.69,USD
Carbon,ICE_EUA,SEP-2025,12/6/2023,79.86,USD
Carbon,ICE_EUA,OCT-2025,12/6/2023,79.86,USD
Carbon,ICE_EUA,DEC-2025,12/6/2023,80.59,USD
Carbon,ICE_EUA,JAN-2026,12/6/2023,80.59,USD
Carbon,ICE_EUA,MAR-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,APR-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,MAY-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,JUN-2026,12/6/2023,81.47,USD
Carbon,ICE_EUA,AUG-2026,12/6/2023,82.59,USD
Carbon,ICE_EUA,SEP-2026,12/6/2023,82.59,USD
Carbon,ICE_EUA,OCT-2026,12/6/2023,82.59,USD
Carbon,ICE_EUA,DEC-2026,12/6/2023,83.72,USD
Carbon,ICE_EUA,DEC-2027,12/6/2023,87.20,USD
Carbon,ICE_EUA,DEC-2028,12/6/2023,90.67,USD
Carbon,ICE_EUA,DEC-2029,12/6/2023,94.14,USD
Carbon,ICE_EUA,DEC-2030,12/6/2023,94.14,USD
Carbon,ICE_EUA,SPOT,12/7/2023,75.07,USD
Carbon,ICE_EUA,JAN-2024,12/7/2023,75.47,USD
Carbon,ICE_EUA,FEB-2024,12/7/2023,75.72,USD
Carbon,ICE_EUA,MAR-2024,12/7/2023,75.95,USD
Carbon,ICE_EUA,APR-2024,12/7/2023,75.95,USD
Carbon,ICE_EUA,JUN-2024,12/7/2023,76.90,USD
Carbon,ICE_EUA,AUG-2024,12/7/2023,77.43,USD
Carbon,ICE_EUA,SEP-2024,12/7/2023,77.77,USD
Carbon,ICE_EUA,OCT-2024,12/7/2023,77.77,USD
Carbon,ICE_EUA,DEC-2024,12/7/2023,78.33,USD
Carbon,ICE_EUA,JAN-2025,12/7/2023,78.33,USD
Carbon,ICE_EUA,MAR-2025,12/7/2023,79.28,USD
Carbon,ICE_EUA,APR-2025,12/7/2023,79.28,USD
Carbon,ICE_EUA,JUN-2025,12/7/2023,80.01,USD
Carbon,ICE_EUA,AUG-2025,12/7/2023,80.42,USD
Carbon,ICE_EUA,SEP-2025,12/7/2023,80.59,USD
Carbon,ICE_EUA,OCT-2025,12/7/2023,80.59,USD
Carbon,ICE_EUA,DEC-2025,12/7/2023,81.31,USD
Carbon,ICE_EUA,JAN-2026,12/7/2023,81.31,USD
Carbon,ICE_EUA,MAR-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,APR-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,MAY-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,JUN-2026,12/7/2023,82.19,USD
Carbon,ICE_EUA,AUG-2026,12/7/2023,83.26,USD
Carbon,ICE_EUA,SEP-2026,12/7/2023,83.26,USD
Carbon,ICE_EUA,OCT-2026,12/7/2023,83.26,USD
Carbon,ICE_EUA,DEC-2026,12/7/2023,84.36,USD
Carbon,ICE_EUA,DEC-2027,12/7/2023,87.82,USD
Carbon,ICE_EUA,DEC-2028,12/7/2023,91.28,USD
Carbon,ICE_EUA,DEC-2029,12/7/2023,94.74,USD
Carbon,ICE_EUA,DEC-2030,12/7/2023,94.74,USD
Carbon,ICE_EUA,SPOT,12/8/2023,73.92,USD
Carbon,ICE_EUA,JAN-2024,12/8/2023,74.31,USD
Carbon,ICE_EUA,FEB-2024,12/8/2023,74.56,USD
Carbon,ICE_EUA,MAR-2024,12/8/2023,74.79,USD
Carbon,ICE_EUA,APR-2024,12/8/2023,74.79,USD
Carbon,ICE_EUA,JUN-2024,12/8/2023,75.74,USD
Carbon,ICE_EUA,AUG-2024,12/8/2023,76.28,USD
Carbon,ICE_EUA,SEP-2024,12/8/2023,76.65,USD
Carbon,ICE_EUA,OCT-2024,12/8/2023,76.65,USD
Carbon,ICE_EUA,DEC-2024,12/8/2023,77.22,USD
Carbon,ICE_EUA,JAN-2025,12/8/2023,77.22,USD
Carbon,ICE_EUA,MAR-2025,12/8/2023,78.17,USD
Carbon,ICE_EUA,APR-2025,12/8/2023,78.17,USD
Carbon,ICE_EUA,JUN-2025,12/8/2023,78.89,USD
Carbon,ICE_EUA,AUG-2025,12/8/2023,79.30,USD
Carbon,ICE_EUA,SEP-2025,12/8/2023,79.46,USD
Carbon,ICE_EUA,OCT-2025,12/8/2023,79.46,USD
Carbon,ICE_EUA,DEC-2025,12/8/2023,80.17,USD
Carbon,ICE_EUA,JAN-2026,12/8/2023,80.17,USD
Carbon,ICE_EUA,MAR-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,APR-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,MAY-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,JUN-2026,12/8/2023,81.06,USD
Carbon,ICE_EUA,AUG-2026,12/8/2023,82.13,USD
Carbon,ICE_EUA,SEP-2026,12/8/2023,82.13,USD
Carbon,ICE_EUA,OCT-2026,12/8/2023,82.13,USD
Carbon,ICE_EUA,DEC-2026,12/8/2023,83.21,USD
Carbon,ICE_EUA,DEC-2027,12/8/2023,86.66,USD
Carbon,ICE_EUA,DEC-2028,12/8/2023,90.12,USD
Carbon,ICE_EUA,DEC-2029,12/8/2023,93.58,USD
Carbon,ICE_EUA,DEC-2030,12/8/2023,93.58,USD
Carbon,ICE_EUA,SPOT,12/11/2023,72.51,USD
Carbon,ICE_EUA,JAN-2024,12/11/2023,72.91,USD
Carbon,ICE_EUA,FEB-2024,12/11/2023,73.13,USD
Carbon,ICE_EUA,MAR-2024,12/11/2023,73.36,USD
Carbon,ICE_EUA,APR-2024,12/11/2023,73.36,USD
Carbon,ICE_EUA,JUN-2024,12/11/2023,74.29,USD
Carbon,ICE_EUA,AUG-2024,12/11/2023,74.81,USD
Carbon,ICE_EUA,SEP-2024,12/11/2023,75.17,USD
Carbon,ICE_EUA,OCT-2024,12/11/2023,75.17,USD
Carbon,ICE_EUA,DEC-2024,12/11/2023,75.73,USD
Carbon,ICE_EUA,JAN-2025,12/11/2023,75.73,USD
Carbon,ICE_EUA,MAR-2025,12/11/2023,76.67,USD
Carbon,ICE_EUA,APR-2025,12/11/2023,76.67,USD
Carbon,ICE_EUA,JUN-2025,12/11/2023,77.38,USD
Carbon,ICE_EUA,AUG-2025,12/11/2023,77.78,USD
Carbon,ICE_EUA,SEP-2025,12/11/2023,77.93,USD
Carbon,ICE_EUA,OCT-2025,12/11/2023,77.93,USD
Carbon,ICE_EUA,DEC-2025,12/11/2023,78.65,USD
Carbon,ICE_EUA,JAN-2026,12/11/2023,78.65,USD
Carbon,ICE_EUA,MAR-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,APR-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,MAY-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,JUN-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,AUG-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,SEP-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,OCT-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,DEC-2026,12/11/2023,81.66,USD
Carbon,ICE_EUA,DEC-2027,12/11/2023,85.12,USD
Carbon,ICE_EUA,DEC-2028,12/11/2023,88.58,USD
Carbon,ICE_EUA,DEC-2029,12/11/2023,92.04,USD
Carbon,ICE_EUA,DEC-2030,12/11/2023,92.04,USD
Carbon,ICE_EUA,SPOT,12/12/2023,73.37,USD
Carbon,ICE_EUA,JAN-2024,12/12/2023,73.76,USD
Carbon,ICE_EUA,FEB-2024,12/12/2023,73.99,USD
Carbon,ICE_EUA,MAR-2024,12/12/2023,74.22,USD
Carbon,ICE_EUA,APR-2024,12/12/2023,74.22,USD
Carbon,ICE_EUA,JUN-2024,12/12/2023,75.14,USD
Carbon,ICE_EUA,AUG-2024,12/12/2023,75.67,USD
Carbon,ICE_EUA,SEP-2024,12/12/2023,76.02,USD
Carbon,ICE_EUA,OCT-2024,12/12/2023,76.02,USD
Carbon,ICE_EUA,DEC-2024,12/12/2023,76.57,USD
Carbon,ICE_EUA,JAN-2025,12/12/2023,76.57,USD
Carbon,ICE_EUA,MAR-2025,12/12/2023,77.50,USD
Carbon,ICE_EUA,APR-2025,12/12/2023,77.50,USD
Carbon,ICE_EUA,JUN-2025,12/12/2023,78.21,USD
Carbon,ICE_EUA,AUG-2025,12/12/2023,78.61,USD
Carbon,ICE_EUA,SEP-2025,12/12/2023,78.76,USD
Carbon,ICE_EUA,OCT-2025,12/12/2023,78.76,USD
Carbon,ICE_EUA,DEC-2025,12/12/2023,79.47,USD
Carbon,ICE_EUA,JAN-2026,12/12/2023,79.47,USD
Carbon,ICE_EUA,MAR-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,APR-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,MAY-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,JUN-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,AUG-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,SEP-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,OCT-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,DEC-2026,12/12/2023,82.49,USD
Carbon,ICE_EUA,DEC-2027,12/12/2023,85.78,USD
Carbon,ICE_EUA,DEC-2028,12/12/2023,89.23,USD
Carbon,ICE_EUA,DEC-2029,12/12/2023,92.68,USD
Carbon,ICE_EUA,DEC-2030,12/12/2023,92.68,USD
Carbon,ICE_EUA,SPOT,12/13/2023,74.44,USD
Carbon,ICE_EUA,JAN-2024,12/13/2023,74.85,USD
Carbon,ICE_EUA,FEB-2024,12/13/2023,75.06,USD
Carbon,ICE_EUA,MAR-2024,12/13/2023,75.29,USD
Carbon,ICE_EUA,APR-2024,12/13/2023,75.29,USD
Carbon,ICE_EUA,JUN-2024,12/13/2023,76.24,USD
Carbon,ICE_EUA,AUG-2024,12/13/2023,76.77,USD
Carbon,ICE_EUA,SEP-2024,12/13/2023,77.18,USD
Carbon,ICE_EUA,OCT-2024,12/13/2023,77.18,USD
Carbon,ICE_EUA,DEC-2024,12/13/2023,77.78,USD
Carbon,ICE_EUA,JAN-2025,12/13/2023,77.78,USD
Carbon,ICE_EUA,MAR-2025,12/13/2023,78.72,USD
Carbon,ICE_EUA,APR-2025,12/13/2023,78.72,USD
Carbon,ICE_EUA,JUN-2025,12/13/2023,79.42,USD
Carbon,ICE_EUA,AUG-2025,12/13/2023,79.81,USD
Carbon,ICE_EUA,SEP-2025,12/13/2023,79.95,USD
Carbon,ICE_EUA,OCT-2025,12/13/2023,79.95,USD
Carbon,ICE_EUA,DEC-2025,12/13/2023,80.66,USD
Carbon,ICE_EUA,JAN-2026,12/13/2023,80.66,USD
Carbon,ICE_EUA,MAR-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,APR-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,MAY-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,JUN-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,AUG-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,SEP-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,OCT-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,DEC-2026,12/13/2023,83.63,USD
Carbon,ICE_EUA,DEC-2027,12/13/2023,86.92,USD
Carbon,ICE_EUA,DEC-2028,12/13/2023,90.20,USD
Carbon,ICE_EUA,DEC-2029,12/13/2023,93.60,USD
Carbon,ICE_EUA,DEC-2030,12/13/2023,93.60,USD
Carbon,ICE_EUA,SPOT,12/14/2023,72.05,USD
Carbon,ICE_EUA,JAN-2024,12/14/2023,72.42,USD
Carbon,ICE_EUA,FEB-2024,12/14/2023,72.63,USD
Carbon,ICE_EUA,MAR-2024,12/14/2023,72.87,USD
Carbon,ICE_EUA,APR-2024,12/14/2023,72.87,USD
Carbon,ICE_EUA,JUN-2024,12/14/2023,73.79,USD
Carbon,ICE_EUA,AUG-2024,12/14/2023,74.32,USD
Carbon,ICE_EUA,SEP-2024,12/14/2023,74.62,USD
Carbon,ICE_EUA,OCT-2024,12/14/2023,74.62,USD
Carbon,ICE_EUA,DEC-2024,12/14/2023,75.12,USD
Carbon,ICE_EUA,JAN-2025,12/14/2023,75.12,USD
Carbon,ICE_EUA,MAR-2025,12/14/2023,76.03,USD
Carbon,ICE_EUA,APR-2025,12/14/2023,76.03,USD
Carbon,ICE_EUA,JUN-2025,12/14/2023,76.69,USD
Carbon,ICE_EUA,AUG-2025,12/14/2023,77.03,USD
Carbon,ICE_EUA,SEP-2025,12/14/2023,77.14,USD
Carbon,ICE_EUA,OCT-2025,12/14/2023,77.14,USD
Carbon,ICE_EUA,DEC-2025,12/14/2023,77.82,USD
Carbon,ICE_EUA,JAN-2026,12/14/2023,77.82,USD
Carbon,ICE_EUA,MAR-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,APR-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,MAY-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,JUN-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,AUG-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,SEP-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,OCT-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,DEC-2026,12/14/2023,80.73,USD
Carbon,ICE_EUA,DEC-2027,12/14/2023,83.85,USD
Carbon,ICE_EUA,DEC-2028,12/14/2023,86.87,USD
Carbon,ICE_EUA,DEC-2029,12/14/2023,90.21,USD
Carbon,ICE_EUA,DEC-2030,12/14/2023,90.21,USD
Carbon,ICE_EUA,SPOT,12/15/2023,72.45,USD
Carbon,ICE_EUA,JAN-2024,12/15/2023,72.83,USD
Carbon,ICE_EUA,FEB-2024,12/15/2023,73.03,USD
Carbon,ICE_EUA,MAR-2024,12/15/2023,73.26,USD
Carbon,ICE_EUA,APR-2024,12/15/2023,73.26,USD
Carbon,ICE_EUA,JUN-2024,12/15/2023,74.21,USD
Carbon,ICE_EUA,AUG-2024,12/15/2023,74.75,USD
Carbon,ICE_EUA,SEP-2024,12/15/2023,75.07,USD
Carbon,ICE_EUA,OCT-2024,12/15/2023,75.07,USD
Carbon,ICE_EUA,DEC-2024,12/15/2023,75.58,USD
Carbon,ICE_EUA,JAN-2025,12/15/2023,75.58,USD
Carbon,ICE_EUA,MAR-2025,12/15/2023,76.52,USD
Carbon,ICE_EUA,APR-2025,12/15/2023,76.52,USD
Carbon,ICE_EUA,JUN-2025,12/15/2023,77.17,USD
Carbon,ICE_EUA,AUG-2025,12/15/2023,77.49,USD
Carbon,ICE_EUA,SEP-2025,12/15/2023,77.58,USD
Carbon,ICE_EUA,OCT-2025,12/15/2023,77.58,USD
Carbon,ICE_EUA,DEC-2025,12/15/2023,78.25,USD
Carbon,ICE_EUA,JAN-2026,12/15/2023,78.25,USD
Carbon,ICE_EUA,MAR-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,APR-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,MAY-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,JUN-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,AUG-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,SEP-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,OCT-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,DEC-2026,12/15/2023,81.21,USD
Carbon,ICE_EUA,DEC-2027,12/15/2023,84.36,USD
Carbon,ICE_EUA,DEC-2028,12/15/2023,87.42,USD
Carbon,ICE_EUA,DEC-2029,12/15/2023,90.80,USD
Carbon,ICE_EUA,DEC-2030,12/15/2023,90.80,USD
Carbon,ICE_EUA,SPOT,12/18/2023,75.62,USD
Carbon,ICE_EUA,JAN-2024,12/18/2023,76.01,USD
Carbon,ICE_EUA,FEB-2024,12/18/2023,76.22,USD
Carbon,ICE_EUA,MAR-2024,12/18/2023,76.47,USD
Carbon,ICE_EUA,APR-2024,12/18/2023,76.47,USD
Carbon,ICE_EUA,JUN-2024,12/18/2023,77.42,USD
Carbon,ICE_EUA,AUG-2024,12/18/2023,77.98,USD
Carbon,ICE_EUA,SEP-2024,12/18/2023,78.31,USD
Carbon,ICE_EUA,OCT-2024,12/18/2023,78.31,USD
Carbon,ICE_EUA,DEC-2024,12/18/2023,78.81,USD
Carbon,ICE_EUA,JAN-2025,12/18/2023,78.81,USD
Carbon,ICE_EUA,MAR-2025,12/18/2023,79.76,USD
Carbon,ICE_EUA,APR-2025,12/18/2023,79.76,USD
Carbon,ICE_EUA,JUN-2025,12/18/2023,80.42,USD
Carbon,ICE_EUA,AUG-2025,12/18/2023,80.76,USD
Carbon,ICE_EUA,SEP-2025,12/18/2023,80.88,USD
Carbon,ICE_EUA,OCT-2025,12/18/2023,80.88,USD
Carbon,ICE_EUA,DEC-2025,12/18/2023,81.57,USD
Carbon,ICE_EUA,JAN-2026,12/18/2023,81.57,USD
Carbon,ICE_EUA,MAR-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,APR-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,MAY-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,JUN-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,AUG-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,SEP-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,OCT-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,DEC-2026,12/18/2023,84.44,USD
Carbon,ICE_EUA,DEC-2027,12/18/2023,87.83,USD
Carbon,ICE_EUA,DEC-2028,12/18/2023,90.68,USD
Carbon,ICE_EUA,DEC-2029,12/18/2023,93.52,USD
Carbon,ICE_EUA,DEC-2030,12/18/2023,93.52,USD
Carbon,ICE_EUA,JAN-2024,12/19/2023,75.59,USD
Carbon,ICE_EUA,FEB-2024,12/19/2023,75.79,USD
Carbon,ICE_EUA,MAR-2024,12/19/2023,76.04,USD
Carbon,ICE_EUA,APR-2024,12/19/2023,76.04,USD
Carbon,ICE_EUA,JUN-2024,12/19/2023,77.02,USD
Carbon,ICE_EUA,AUG-2024,12/19/2023,77.57,USD
Carbon,ICE_EUA,SEP-2024,12/19/2023,77.81,USD
Carbon,ICE_EUA,OCT-2024,12/19/2023,77.81,USD
Carbon,ICE_EUA,DEC-2024,12/19/2023,78.32,USD
Carbon,ICE_EUA,JAN-2025,12/19/2023,78.32,USD
Carbon,ICE_EUA,MAR-2025,12/19/2023,79.27,USD
Carbon,ICE_EUA,APR-2025,12/19/2023,79.27,USD
Carbon,ICE_EUA,JUN-2025,12/19/2023,79.92,USD
Carbon,ICE_EUA,AUG-2025,12/19/2023,80.26,USD
Carbon,ICE_EUA,SEP-2025,12/19/2023,80.38,USD
Carbon,ICE_EUA,OCT-2025,12/19/2023,80.38,USD
Carbon,ICE_EUA,DEC-2025,12/19/2023,81.06,USD
Carbon,ICE_EUA,JAN-2026,12/19/2023,81.06,USD
Carbon,ICE_EUA,MAR-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,APR-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,MAY-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,JUN-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,AUG-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,SEP-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,OCT-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,DEC-2026,12/19/2023,83.94,USD
Carbon,ICE_EUA,DEC-2027,12/19/2023,87.00,USD
Carbon,ICE_EUA,DEC-2028,12/19/2023,90.05,USD
Carbon,ICE_EUA,DEC-2029,12/19/2023,93.11,USD
Carbon,ICE_EUA,DEC-2030,12/19/2023,96.17,USD
Carbon,ICE_EUA,DEC-2031,12/19/2023,96.17,USD
Carbon,ICE_EUA,JAN-2024,12/20/2023,79.94,USD
Carbon,ICE_EUA,FEB-2024,12/20/2023,80.21,USD
Carbon,ICE_EUA,MAR-2024,12/20/2023,80.43,USD
Carbon,ICE_EUA,APR-2024,12/20/2023,80.43,USD
Carbon,ICE_EUA,JUN-2024,12/20/2023,81.46,USD
Carbon,ICE_EUA,AUG-2024,12/20/2023,82.00,USD
Carbon,ICE_EUA,SEP-2024,12/20/2023,82.25,USD
Carbon,ICE_EUA,OCT-2024,12/20/2023,82.25,USD
Carbon,ICE_EUA,DEC-2024,12/20/2023,82.80,USD
Carbon,ICE_EUA,JAN-2025,12/20/2023,82.80,USD
Carbon,ICE_EUA,MAR-2025,12/20/2023,83.75,USD
Carbon,ICE_EUA,APR-2025,12/20/2023,83.75,USD
Carbon,ICE_EUA,JUN-2025,12/20/2023,84.41,USD
Carbon,ICE_EUA,AUG-2025,12/20/2023,84.74,USD
